sensor_1,Time
9554.2,0.0
9546.1,0.1
9558.3,0.2
9555.7,0.30000000000000004
9542.0,0.4
9529.7,0.5
9580.2,0.6000000000000001
9559.8,0.7000000000000001
9567.9,0.8
9585.7,0.9
